id	title	name_src	variants	type	aat_type	ccodes	lon	lat	min	max
726	Κούτσαινα (Koutsaina)	ali-pasha	Κούτζανα, Κούτζιανα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.751473	39.205392	1780	1820
727	Κουφάλι (Kouphali)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.971227	39.951241	1780	1820
728	Κρανιά (Krania)	ali-pasha	Κρανέα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
729	Κριτζίν μουκατασί (Kritzin moukatasi)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
730	Κριτζούνιστα (Kritzounista)	ali-pasha	Κρετσούνιστα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.891534	39.544442	1780	1820
731	Κρομπαλί (Krompali)	ali-pasha	Κουρμπαλί	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.500873	39.885882	1780	1820
732	Κρυονέρι (Kryoneri)	ali-pasha	Κρύο Νερό	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.621651	38.535582	1780	1820
733	Λάκουρα (Lakoura)	ali-pasha	Λάκουρες	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.719225	37.710447	1780	1820
734	Λάλα (Lala)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.719444	37.710556	1780	1820
735	Λασποχώρι (Laspochōri)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
736	Λέβανη (Lebanē)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.456823	38.765173	1780	1820
737	Λεβάντε (Lebante)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.575319	40.437702	1780	1820
738	Λεβέντη (Lebentē)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
739	Λευδεροχώρι (Leuderochōri)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.765373	39.853465	1780	1820
740	Λιβαδάκι (Libadaki)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
741	Λιμπόχοβο (Limpochobo)	ali-pasha	Λιπόχοβο	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.266667	40.033333	1780	1820
742	Λιντζουριά (Lintzouria)	ali-pasha	Λιούντζι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.189463	40.114668	1780	1820
743	Λιόπεσι (Liopesi)	ali-pasha	Λιόπισι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
744	Λιουλιώτες (Liouliōtes)	ali-pasha	Λουλγιώτες	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
745	Λισίτζα (Lisitza)	ali-pasha	Λετζίστι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
746	Λουζέστι (Louzesti)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.750387	39.161555	1780	1820
747	Λούρος (Louros)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.778333	39.047222	1780	1820
748	Λούτσα (Loutsa)	ali-pasha	Λούτζα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.531361	39.19755	1780	1820
749	Λυκούρεσι (Lykouresi)	ali-pasha	Λυκούρσι, Λυκουρίσι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
750	Λυκούρεσι (Lykouresi)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
751	Μαγούλα (Magoula)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.069011	39.223107	1780	1820
752	Μαζαράκι (Mazaraki)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
753	Μάζιο (Mazio)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
754	Μακρινάδα (Makrinada)	ali-pasha	Μακρινιάδα, Μακρινιάτα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.069094	39.223011	1780	1820
755	Μακρυνίτσα (Makrynitsa)	ali-pasha	Μακρονίτζα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.983333	39.4	1780	1820
756	Μαλαδριά (Maladria)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.79067	38.810425	1780	1820
757	Μαλακάσι (Malakasi)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.091667	39.335278	1780	1820
758	Μαλιακός κόλπος (Maliakos kolpos)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.633333	38.866667	1780	1820
759	Μαναδένδρι (Manadendri)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.745182	39.881356	1780	1820
760	Μαρκινάδα (Markinada)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	23.213761	38.568707	1780	1820
761	Μαρτίνο (Martino)	ali-pasha	Μαρτίνι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.088017	39.346777	1780	1820
762	Μασχολούρι (Mascholouri)	ali-pasha	Μασκουλόρι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	19.322852	46.93327	1780	1820
763	Ματζαρία (Matzaria)	ali-pasha	Μαντζαρία	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.697828	39.424407	1780	1820
764	Μαυρομμάτι (Maurommati)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	23.391549	41.524625	1780	1820
765	Μαχαλάς (Machalas)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.186271	38.695065	1780	1820
766	Μεζτάνι (Meztani)	ali-pasha	Μεζντάνι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
767	Μέκκα (Mekka)	ali-pasha	Μεκκέ	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
768	Μελένικο (Meleniko)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.843076	39.449515	1780	1820
769	Μελίχοβο (Melichobo)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
770	Μενλίκι (Menliki)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.846472	39.485521	1780	1820
771	Μερντάνι Κιολέ Αιακού (Merntani Kiole Aiakou)	ali-pasha	Μερντάν	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.558264	40.013697	1780	1820
772	Μέρτζι (Mertzi)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.093571	40.319177	1780	1820
773	Μεστζιγοράνη (Mestzigoranē)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.722674	38.828873	1780	1820
774	Μικρό Χωριό (Mikro Chōrio)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.178229	38.860143	1780	1820
775	Μιλόγουστα (Milogousta)	ali-pasha	Μουλόγουστα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.103642	39.748398	1780	1820
776	Μίτζανη τοΰ Νταγκλιοΰ (Mitzanē tou Ntankliou)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.943439	38.850817	1780	1820
777	Μοκόσι (Mokosi)	ali-pasha	 διαλυμένος οικισμός, η αγροτική περιοχή τπνμ.	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
778	Μοναστηράκι (Monastēraki)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
779	Μορλάρι (Morlari)	ali-pasha	Ούμουρλάρι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.541338	39.73804	1780	1820
780	Μουγιαλιά (Mougialia)	ali-pasha	 Μουιαλί	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.540566	39.738518	1780	1820
781	Μουλιανά (Mouliana)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
782	Μουργκάνη (Mournkanē)	ali-pasha	Μουρκάνη, Μορκάνο	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
783	Μούρσια (Moursia)	ali-pasha	Μουρσί	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.842314	38.499394	1780	1820
784	Μουχτερέμι (Mouchteremi)	ali-pasha	Μουκτερέμι, Μικτερέμι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	44.387554	33.32476	1780	1820
785	Μπαγτάτι (Mpagtati)	ali-pasha	Παγτάτι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.51906	39.86272	1780	1820
786	Μπαλαμούτι (Mpalamouti)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.51906	39.86272	1780	1820
787	Μπαλόχι (Mpalochi)	ali-pasha	Μπελόχι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.940226	39.076336	1780	1820
788	Μπαμπά τζιμπαέτι (Mpampa tzimpaeti)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
789	Μπαντούλα (Mpantoula)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.447024	36.834198	1780	1820
790	Μπαρδούνια (Mpardounia)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
791	Μπαρμπαρέζοι (Mparmparezoi)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
792	Μπέη (Mpeē)	ali-pasha	Μπέη τζιφλίκι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	29.002772	41.043997	1780	1820
793	Μπεσίκτασι (Mpesiktasi)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
794	Μπέτζι (Mpetzi)	ali-pasha	Μπάτι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
795	Μπίφτα (Mpiphta)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.524305	40.45351	1780	1820
796	Μπλατζιώτες (Mplatziōtes)	ali-pasha	Μπλαζινοί	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
797	Μποζίκιστα (Mpozikista)	ali-pasha	Μπουζίκιστα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
798	Μποτάρι (Mpotari)	ali-pasha	Μπουτάρ	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.963294	39.003999	1780	1820
799	Μπουραζάνι (Mpourazani)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.374728	37.070029	1780	1820
800	Μυστράς (Mystras)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.376389	37.066389	1780	1820
801	Νεαπόλεως (Neapoleōs)	ali-pasha	 βασίλειο Κουτζούκ Ισπανία	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.2753	38.407889	1780	1820
802	Νεοχώριο (Neochōrio)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.875919	39.676598	1780	1820
803	Νησί της Λίμνης Ιωαννίνων (Nēsi tēs Limnēs Iōanninōn)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.388791	40.636587	1780	1820
804	Νησί (Nēsi)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.932133	40.822649	1780	1820
805	Νησί (Nēsi)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.415866	36.97024	1780	1820
806	Νοχώρι (Nochōri)	ali-pasha	Νιχώρι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
807	Ντερμίσι (Ntermisi)	ali-pasha	Τερμίσι, Τουρμίσι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
808	Ντογουσλάρι (Ntogouslari)	ali-pasha	Ντογουσλάρ	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
809	Ντόμπρο Βενετίκι (Ntompro Benetiki)	ali-pasha	Ντουμπρόβνικ	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
810	Ντοπρούσα (Ntoprousa)	ali-pasha	Τοπρούσα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
811	Ντουβλά (Ntoubla)	ali-pasha	Τουβλά	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.349794	39.97292	1780	1820
812	ζηρόβαλτο (zērobalto)	ali-pasha	Ξερόβαλτο	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	30.712161	46.468523	1780	1820
813	Όδησσός (Odēssos)	ali-pasha	Όδέσσα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.271544	39.102175	1780	1820
814	Όμβριακή (Ombriakē)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
815	Όργαντζί (Organtzi)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	23.81863	40.675968	1780	1820
816	Όρφανοΰ (Orphanou)	ali-pasha	 κόλπος Όρφάν, Τζάγεζι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.000372	40.713406	1780	1820
817	Ὄσλανη (Oslanē)	ali-pasha	Ὄσλιανη	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.469801	39.870277	1780	1820
818	Ὄστροβος (Ostrobos)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.301966	39.574036	1780	1820
819	Ούμερλόρι (Oumerlori)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	38.791477	37.166187	1780	1820
820	Ούρφα (Ourpha)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	38.791667	37.158333	1780	1820
821	Παζαράκι (Pazaraki)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.170511	39.199032	1780	1820
822	Παλάγκη (Palankē)	ali-pasha	Παλάγκες	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.066667	55.916667	1780	1820
823	Παλαιόκαστρο (Palaiokastro)	ali-pasha	Παλιόκαστρο	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
824	Παλιαυλή (Paliaulē)	ali-pasha	Παλαβλή, Παλιαβιλή	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	23.663773	39.942373	1780	1820
825	Παλιούρι (Paliouri)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.72839	39.955756	1780	1820
826	Παλιούρι (Paliouri)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
827	Παλιοχώρι (Paliochōri)	ali-pasha	Παλοχώρι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
828	Παναγία Σταυριδίου (Panagia Stauridiou)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.61875	39.471775	1780	1820
829	Παζοί (Pazoi)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
830	Παππαδάτες (Pappadates)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
831	Παραληδαίων (Paralēdaiōn)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.867126	39.53465	1780	1820
832	Πατουλιά (Patoulia)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.845731	39.695112	1780	1820
833	Πέραμα (Perama)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	19.944395	40.709664	1780	1820
834	Περατληδες (Peratlēdes)	ali-pasha	από τό Μπεράτι;	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
835	Περισιόρη (Perisiorē)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
836	Περιχάτι (Perichati)	ali-pasha	Περιοχάτι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
837	Πέτρανη (Petranē)	ali-pasha	Πιέτρανη	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.597429	39.271536	1780	1820
838	Πετρίλο (Petrilo)	ali-pasha	Πετρίλου	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	30.418923	60.014255	1780	1820
839	Πετρούπολη Ρωσίας (Petroupolē Rōsias)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.518276	39.036916	1780	1820
840	Πλασιά (Plasia)	ali-pasha	Πλασά	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.768603	40.297143	1780	1820
841	Πλεκάτι (Plekati)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
842	Πλεύσκα (Pleuska)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.839557	38.79392	1780	1820
843	Πογωνιά (Pogōnia)	ali-pasha	Πογώνι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
844	Πόδα (Poda)	ali-pasha	Μπότα, Πόντες	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.70081	39.510053	1780	1820
845	Πολιάνα (Poliana)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.998528	39.389616	1780	1820
846	Ποντάρι (Pontari)	ali-pasha	Ποτάρι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
847	Πόρτα Παναγιά (Porta Panagia)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
848	Πορταριά (Portaria)	ali-pasha	Πορταργιά	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.93152	38.850921	1780	1820
849	Πουγκάκια (Pounkakia)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.33088	39.980011	1780	1820
850	Πουλιάνα (Pouliana)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.438339	39.148648	1780	1820
851	Πουλιάνα (Pouliana)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.650875	39.976977	1780	1820
852	Πούρλιες (Pourlies)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	24.257126	40.915836	1780	1820
853	Πράβιστα (Prabista)	ali-pasha	Πιράβιστα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
854	Πρέστανη (Prestanē)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	29.06078	40.189368	1780	1820
